category,subcategory,genericname,name,brand,price,mrp,imgURL,rating,country,sellerName,quantity,sellerUsername
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (White),GauriLaxmi Enterprise,314,"1,999",https://rukminim2.flixcart.com/image/714/857/kxc5nrk0/kurta/j/7/7/xs-plain-kurta-two-gaurilaxmi-enterprise-original-imag9t2qzskegweh.jpeg?q=50,3.9,India,GauriLaxmi6,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Polycotton Straight Kurta  (Maroon),GOLORY,339,"1,599",https://rukminim2.flixcart.com/image/714/857/kvba7bk0/ethnic-set/g/x/t/l-kurta-maroon-golory-original-imag88uszzfzb3x4.jpeg?q=50,3.8,India,GOLORYENTERPRISE,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Yellow),Dolphin Miles,375,999,https://rukminim2.flixcart.com/image/714/857/jua4djk0/kurta/b/z/q/m-eighty-four-ok-dolphin-miles-original-imaffg8ju6h32fg4.jpeg?q=50,3.9,India,dolphinmiles,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Polycotton Straight Kurta  (Green),GOLORY,339,"1,599",https://rukminim2.flixcart.com/image/714/857/kvba7bk0/kurta/w/l/i/l-kurta-brown-jolly-creation-original-imag88usfwbh3n7u.jpeg?q=50,3.8,India,GOLORYENTERPRISE,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Asymmetric Kurta  (Green),Tibra Collection,499,"1,699",https://rukminim2.flixcart.com/image/714/857/kzn17680/kurta/l/3/y/m-901-tibra-collection-original-imagbhuyhuzknshm.jpeg?q=50,4.1,India,TibraCollection,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Blue),DIGIMI,500,"1,599",https://rukminim2.flixcart.com/image/714/857/ky90scw0/shirt/i/m/g/38-dgm128-digimi-original-imagaj6whgbszqrr.jpeg?q=50,4.1,India,B ecommerce,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Black),PARALLEL TIMES,359,"1,499",https://rukminim2.flixcart.com/image/714/857/k687wy80/ethnic-set/h/h/t/36-mentific-black-mentific-original-imafzqaza6hdgpvh.jpeg?q=50,3.9,India,PARALLELTIMES,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Striped Cotton Blend Straight Kurta  (Purple),FUBAR,460,"1,499",https://rukminim2.flixcart.com/image/714/857/ke7ff680-0/kurta/v/7/w/xl-sksh-dt1105-pur-fubar-original-imafuy3z57uqgdrp.jpeg?q=50,3.9,India,SHREEKARNICREATION,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Pink),Majestic Man,500,"1,499",https://rukminim2.flixcart.com/image/714/857/kfpq5jk0-0/kurta/e/g/i/m-kast109pp-majestic-man-original-imafw49u8vyzygpn.jpeg?q=50,3.9,India,PolestarEtail,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (White),ELEPANTS,325,"1,895",https://rukminim2.flixcart.com/image/714/857/kcw9w280/kurta/0/h/i/s-mens-half-kurta-white-elepants-original-imaftxeedepy6pxt.jpeg?q=50,3.9,India,GanpatiFashions,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Printed Pure Cotton Straight Kurta  (White),PETER ENGLAND,959,"1,599",https://rukminim2.flixcart.com/image/714/857/kwv0djk0/kurta/g/7/w/-original-imag9ft3m2yqnhvt.jpeg?q=50,4,India,RetailNet,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Multicolor),Tibra Collection,499,"1,599",https://rukminim2.flixcart.com/image/714/857/kzrbiq80/kurta/m/2/u/3xl-123-tibra-collection-original-imagbzjeuenesjte.jpeg?q=50,4.1,India,TibraCollection,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Polycotton Straight Kurta  (Green),GOLORY,339,"1,599",https://rukminim2.flixcart.com/image/714/857/kvba7bk0/kurta/e/d/q/xs-kurta-aqua-green-freluro-original-imag88usmv7cxugd.jpeg?q=50,3.8,India,GOLORYENTERPRISE,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Light Blue),DIGIMI,500,"1,599",https://rukminim2.flixcart.com/image/714/857/ky90scw0/shirt/a/v/i/38-dgm120-digimi-original-imagaj6ktjqauxt3.jpeg?q=50,4.1,India,B ecommerce,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Polycotton Straight Kurta  (Dark Blue),GOLORY,339,"1,599",https://rukminim2.flixcart.com/image/714/857/kvba7bk0/kurta/j/v/o/l-kurta-dark-blue-jolly-creation-original-imag88uue7wtr82d.jpeg?q=50,3.8,India,GOLORYENTERPRISE,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Dark Green),RAHUL LOOK,472,"1,599",https://rukminim2.flixcart.com/image/714/857/ktszgy80/kurta/c/a/v/s-1117-ravendra-creation-original-imag72j7wejb5kbz.jpeg?q=50,4.1,India,RAHUL CREATION,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,"Men Self Design, Solid Cotton Linen Blend Straight Kurta  (Yellow)",Tap in,346,"1,395",https://rukminim2.flixcart.com/image/714/857/kfr5le80-0/kurta/z/c/t/m-mens-kurta-cotton-yellow-tap-in-original-imafw55xj4hjhfyz.jpeg?q=50,4,India,Fendy,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Green),Tibra Collection,499,"1,599",https://rukminim2.flixcart.com/image/714/857/kzrbiq80/kurta/i/a/c/l-123-tibra-collection-original-imagbzjeghqqgbsq.jpeg?q=50,4.1,India,TibraCollection,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (White),Blue Scroll,399,"1,499",https://rukminim2.flixcart.com/image/714/857/kl5hh8w0/kurta/z/l/s/m-bs1-full-kurta-white-blue-scroll-original-imagybkbu33gbubu.jpeg?q=50,3.9,India,Shree Enterprises.,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (White),BLK Dunes,399,"1,499",https://rukminim2.flixcart.com/image/714/857/kqpj4i80/kurta/c/e/a/xl-bd-full-kurta-blk-dunes-original-imag4nqmzu9zvmj2.jpeg?q=50,4,India,ShashwatFabricsNew,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Pink),allan peter,459,"1,749",https://rukminim2.flixcart.com/image/714/857/kfh5ifk0-0/kurta/8/u/r/xl-sws2701-allan-peter-original-imafvxcfcsg4dzab.jpeg?q=50,3.8,India,Allan peter,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (White),A-Okay,496,"1,875",https://rukminim2.flixcart.com/image/714/857/jku1ksw0/kurta/j/q/t/xl-4rt2-t3-white-a-okay-original-imaf5zstxhzxk5zn.jpeg?q=50,4.1,India,AOkay,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Dark Blue),DIGIMI,500,"1,599",https://rukminim2.flixcart.com/image/714/857/ky90scw0/shirt/i/m/g/38-dgm128-digimi-original-imagaj6whgbszqrr.jpeg?q=50,4.1,India,B ecommerce,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (White),ELEPANTS,395,"1,795",https://rukminim2.flixcart.com/image/714/857/k30h8y80/kurta/3/h/z/xl-kurta-white-elepants-original-imafm8btnga82gmg.jpeg?q=50,3.9,India,GanpatiFashions,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Striped Cotton Blend Straight Kurta  (White),FUBAR,460,"1,499",https://rukminim2.flixcart.com/image/714/857/ke5zzbk0-0/kurta/g/v/x/l-sksh-dt1105-wh-fubar-original-imafuxfrh8uqkqkk.jpeg?q=50,3.9,India,KATELACREATION,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Blue),PARALLEL TIMES,359,"1,499",https://rukminim2.flixcart.com/image/714/857/k687wy80/ethnic-set/5/s/k/44-mentific-navy-mentific-original-imafzqazh7fktgzg.jpeg?q=50,3.9,India,PARALLELTIMES,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Yellow),Vibhuti,319,"1,649",https://rukminim2.flixcart.com/image/714/857/klscivk0/kurta/g/x/z/xl-plncw-yellow-stylish-budget-designer-silk-beautiful-hot-original-imagyu4g9hvn2ymq.jpeg?q=50,4,India,TSClothing,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Yellow),GauriLaxmi Enterprise,314,"1,599",https://rukminim2.flixcart.com/image/714/857/kwtkxow0/kurta/b/7/9/l-pln-yellow-gaurilaxmi-enterprise-original-imag9ejxn6y5y9ex.jpeg?q=50,4.2,India,GauriLaxmi6,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Black),ELEPANTS,395,"1,795",https://rukminim2.flixcart.com/image/714/857/k30h8y80/kurta/z/y/w/s-kurta-black-elepants-original-imafm8btqqvd8pwz.jpeg?q=50,3.9,India,GanpatiFashions,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Black),FTC FASHIONS,249,999,https://rukminim2.flixcart.com/image/714/857/kza68i80/kurta/h/w/7/m-menblackkurta-ftc-fashions-original-imagbbpyndsypad7.jpeg?q=50,3.9,India,FASHION HUB,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Self Design Cotton Blend Straight Kurta  (Black),DHORAJIYA ENTERPRISE,398,"1,099",https://rukminim2.flixcart.com/image/714/857/kxdl3m80/kurta/g/2/q/3xl-008-dhorajiya-enterprise-original-imag9ugehqjxqwv2.jpeg?q=50,3.9,India,DHORAJIYAENTERPRISE,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Black),Dolphin Miles,599,"1,999",https://rukminim2.flixcart.com/image/714/857/jn97frk0-1/kurta/h/j/a/m-fifty-four-ok-dolphin-miles-original-imaf9zbjnhnqbkbe.jpeg?q=50,3.9,India,dolphinmiles,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Self Design Cotton Silk Straight Kurta  (Green),Kunj Creation,629,"2,199",https://rukminim2.flixcart.com/image/714/857/ksyz8280/kurta/h/b/e/l-03k-green-kunj-creation-original-imag6f7eqge3jasu.jpeg?q=50,4,India,RudraFashion0,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend A-line Kurta  (Red),DIGIMI,500,"1,599",https://rukminim2.flixcart.com/image/714/857/ky90scw0/shirt/v/q/a/38-dgm112-digimi-original-imagaj6cfjgqngvx.jpeg?q=50,4.1,India,B ecommerce,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Green),Maniac,549,"2,199",https://rukminim2.flixcart.com/image/714/857/l12h1u80/kurta/2/4/z/s-men21-kurta-olive-sld-buton-maniac-original-imagcpqarpvgzwap.jpeg?q=50,,India,maniaclife,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Striped Cotton Blend Straight Kurta  (Dark Blue),FUBAR,460,"1,499",https://rukminim2.flixcart.com/image/714/857/ke8uv0w0-0/kurta/a/m/4/xl-sksh-dt1105-navy-fubar-original-imafuyzzh7fx6kaw.jpeg?q=50,3.9,India,KATELACREATION,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend A-line Kurta  (Red),DIGIMI,500,"1,599",https://rukminim2.flixcart.com/image/714/857/ky90scw0/shirt/v/q/a/38-dgm112-digimi-original-imagaj6cfjgqngvx.jpeg?q=50,4.1,India,B ecommerce,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (White),PARALLEL TIMES,359,"1,499",https://rukminim2.flixcart.com/image/714/857/k687wy80/ethnic-set/c/x/r/38-mentific-white-mentific-original-imafzqaztz3gjqjz.jpeg?q=50,3.9,India,PARALLELTIMES,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Light Green),Vibhuti,309,"1,599",https://rukminim2.flixcart.com/image/714/857/kjq1mkw0-0/ethnic-set/t/e/l/xxl-sea-xxl-shivam-textiles-original-imafz879qmhufygf.jpeg?q=50,3.9,India,TSClothing,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Viscose Blend Straight Kurta  (Yellow),golden attire,425,"2,100",https://rukminim2.flixcart.com/image/714/857/kc3p30w0/kurta/j/h/6/l-men-solid-cotton-viscose-blend-straight-kurta-golden-attire-original-imaftaz9uu9frkfx.jpeg?q=50,4,India,GOLDEN ATTIRE,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Dark Blue),fabzy,499,999,https://rukminim2.flixcart.com/image/714/857/l19m93k0/kurta/b/b/2/l-short-kurta-fabzy-original-imagcv5te83b5whx.jpeg?q=50,3.9,India,FABZZY,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Linen Blend Straight Kurta  (White),ELEPANTS,380,"1,599",https://rukminim2.flixcart.com/image/714/857/kbmjssw0/kurta/4/s/u/xl-kurta-linen-dp-white-elepants-original-imafswzhj3hhnvzt.jpeg?q=50,4,India,GanpatiFashions,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Yellow),Majestic Man,500,"1,499",https://rukminim2.flixcart.com/image/714/857/kfpq5jk0-0/kurta/z/q/l/m-kast110md-majestic-man-original-imafw49uamqn455g.jpeg?q=50,3.9,India,PolestarEtail,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Pink),golden attire,425,"2,100",https://rukminim2.flixcart.com/image/714/857/k80iqa80/kurta/s/k/y/xl-men-solid-cotton-blend-straight-kurta-golden-attire-original-imafq4hhhdzxsrxt.jpeg?q=50,4,India,GOLDEN ATTIRE,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Blue),golden attire,425,"2,100",https://rukminim2.flixcart.com/image/714/857/k80iqa80/kurta/7/f/s/l-men-solid-cotton-blend-straight-kurta-golden-attire-original-imafq4hhxaxb9dye.jpeg?q=50,4,India,GOLDEN ATTIRE,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton A-line Kurta  (White),ELEPANTS,345,"1,299",https://rukminim2.flixcart.com/image/714/857/kz7bcsw0/kurta/u/l/t/m-v-kurta-full-cotton-elepants-original-imagb9zy6wzngwpb.jpeg?q=50,3.8,India,Fendy,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Asymmetric Kurta  (Maroon),PRO ETHIC,618,"1,999",https://rukminim2.flixcart.com/image/714/857/kar44280/kurta/f/x/x/xl-wine-pro-ethic-original-imafs974egzcbgnj.jpeg?q=50,4,India,ETHNICO FASHION,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Beige),MAAN SAAB,229,659,https://rukminim2.flixcart.com/image/714/857/ksgehzk0/kurta/c/d/c/xxl-kkr-full-maan-saab-original-imag6yqgkghkjuak.jpeg?q=50,4,India,RSTRADERS3092,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Asymmetric Kurta  (Yellow),Tibra Collection,499,"1,699",https://rukminim2.flixcart.com/image/714/857/kzn17680/kurta/z/f/y/xl-901-tibra-collection-original-imagbhuyv2rxkmgv.jpeg?q=50,4.1,India,TibraCollection,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Embroidered Cotton Satin Blend Frontslit Kurta  (Grey),AKRIT,999,"1,499",https://rukminim2.flixcart.com/image/714/857/keuagsw0-0/kurta/i/j/k/l-4000-akrit-original-imafvfrjzkgvzh8r.jpeg?q=50,2.9,India,Akrit,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Satin Blend Asymmetric Kurta  (Black),AKRIT,999,"1,199",https://rukminim2.flixcart.com/image/714/857/kex5ci80-0/kurta/x/l/k/xs-2000-akrit-original-imafvgy2j2sqwafh.jpeg?q=50,3.7,India,Akrit,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Light Blue),MAAN SAAB,333,995,https://rukminim2.flixcart.com/image/714/857/kg5fzww0-0/kurta/q/n/a/m-kurkure-maan-saab-original-imafwg7rappafmy2.jpeg?q=50,4,India,RSTRADERS3092,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Satin Blend Straight Kurta  (Grey),AKRIT,999,"1,799",https://rukminim2.flixcart.com/image/714/857/kkh6zrk0/kurta/e/w/7/l-7000-akrit-original-imafztgnftyrun7c.jpeg?q=50,,India,Akrit,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Grey),RAHUL LOOK,458,"1,599",https://rukminim2.flixcart.com/image/714/857/ktszgy80/kurta/t/y/x/m-1112-ravendra-creation-original-imag72khdzycg4gh.jpeg?q=50,4.1,India,RAHUL CREATION,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Polycotton Straight Kurta  (Blue),GOLORY,339,"1,599",https://rukminim2.flixcart.com/image/714/857/kvba7bk0/kurta/w/o/n/l-kurta-navy-blue-freluro-original-imag88usydufvwhn.jpeg?q=50,3.8,India,GOLORYENTERPRISE,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Striped Cotton Blend Straight Kurta  (Yellow),FUBAR,460,"1,499",https://rukminim2.flixcart.com/image/714/857/ke7ff680-0/kurta/w/u/k/m-sksh-dt1105-ye-fubar-original-imafuyf4te6zhncc.jpeg?q=50,3.9,India,KATELACREATION,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Satin Blend Straight Kurta  (Pink),AKRIT,999,"1,799",https://rukminim2.flixcart.com/image/714/857/kkh6zrk0/kurta/j/g/r/3xl-6000-akrit-original-imafztgnpmwxz5rn.jpeg?q=50,5,India,Akrit,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Polycotton Straight Kurta  (Yellow),RUHI FASHION,269,999,https://rukminim2.flixcart.com/image/714/857/kybvo280/kurta/j/o/n/xxl-plain-m-yellow-kurta-ruhi-fashion-original-imagahyyrh9xerhn.jpeg?q=50,3.9,India,PANTHUDI,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cambric Straight Kurta  (White),Fashtastic,299,429,https://rukminim2.flixcart.com/image/714/857/l0y6qa80/kurta/v/6/a/l-fashtastic-white-short-kurta-fashtastic-original-imagcmzt4z7apxgn.jpeg?q=50,3.8,India,Fashtastic,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Dark Blue),Dolphin Miles,348,999,https://rukminim2.flixcart.com/image/714/857/jua4djk0/kurta/p/s/m/xxl-eighty-four-ok-dolphin-miles-original-imaffg9yzzahrhv4.jpeg?q=50,3.9,India,dolphinmiles,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Satin Blend Straight Kurta  (Pink),AKRIT,999,"1,799",https://rukminim2.flixcart.com/image/714/857/kkh6zrk0/kurta/h/x/g/xxl-11000-akrit-original-imafztcuzzeuefze.jpeg?q=50,,India,Akrit,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Polycotton Straight Kurta  (Yellow),GOLORY,339,"1,599",https://rukminim2.flixcart.com/image/714/857/kvba7bk0/kurta/u/s/l/xs-kurta-yellow-jolly-creation-original-imag88uuzhgfvzhz.jpeg?q=50,3.8,India,GOLORYENTERPRISE,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Orange),Tibra Collection,499,"1,599",https://rukminim2.flixcart.com/image/714/857/kzrbiq80/kurta/2/x/a/l-123-tibra-collection-original-imagbzjeczzejhyh.jpeg?q=50,4.1,India,TibraCollection,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Self Design Cotton Blend Straight Kurta  (White),Dolphin Miles,399,"1,599",https://rukminim2.flixcart.com/image/714/857/jsoyrgw0/kurta/c/h/y/3xl-ok-dolphin-miles-original-imafe7qysbw2qzzf.jpeg?q=50,3.9,India,dolphinmiles,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Pink),allan peter,459,"1,749",https://rukminim2.flixcart.com/image/714/857/kfh5ifk0-0/kurta/8/u/r/xl-sws2701-allan-peter-original-imafvxcfcsg4dzab.jpeg?q=50,3.8,India,Allan peter,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Yellow),Tibra Collection,499,"1,599",https://rukminim2.flixcart.com/image/714/857/kzrbiq80/kurta/i/s/e/s-123-tibra-collection-original-imagbzje57zcatgn.jpeg?q=50,4.1,India,TibraCollection,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Printed Cotton Blend Straight Kurta  (Yellow),aruati,360,999,https://rukminim2.flixcart.com/image/714/857/kt4ozgw0/t-shirt/t/z/f/xl-tshirt-men-mahakal-yelo-aruati-original-imag6gvgbcadhkvx.jpeg?q=50,3.8,India,ARUATI,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (White),Vibhuti,309,"1,599",https://rukminim2.flixcart.com/image/714/857/l01blow0/kurta/e/i/n/3xl-stylish-budget-designer-silk-beautiful-hot-gorgeous-fashion-original-imagbw8pg4dcjcuz.jpeg?q=50,3.9,India,TSClothing,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Printed Cotton Blend Straight Kurta  (Light Green),ZARTHA,500,"2,499",https://rukminim2.flixcart.com/image/714/857/l0jwbrk0/kurta/g/e/u/xl-203-zartha-original-imagcbf5htb8xtvk.jpeg?q=50,3.4,India,StoreTag,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Linen Blend Straight Kurta  (White),Ragoho,429,"1,099",https://rukminim2.flixcart.com/image/714/857/kl2mljk0/kurta/x/y/8/m-mens-kurta-cotton-white-ragoho-original-imagya2zrfaukyye.jpeg?q=50,3.9,India,SHREESE1,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Dark Green),ELEPANTS,325,"1,895",https://rukminim2.flixcart.com/image/714/857/kcw9w280/kurta/b/x/o/xxl-mens-half-kurta-green-elepants-original-imaftxfc6vpq6unt.jpeg?q=50,3.9,India,GanpatiFashions,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Orange),KSH Trendz,279,"1,499",https://rukminim2.flixcart.com/image/714/857/khf63680/kurta/i/y/b/l-fs00064-rijay-collection-original-imafxf2ygyfzha6h.jpeg?q=50,4,India,KanchanTextile,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (White),DIGIMI,500,"1,599",https://rukminim2.flixcart.com/image/714/857/ky90scw0/shirt/8/y/o/38-dgm124-digimi-original-imagaj6zf4wmucjt.jpeg?q=50,4.1,India,B ecommerce,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Dark Blue),Dolphin Miles,599,"1,999",https://rukminim2.flixcart.com/image/714/857/jyg5lzk0/kurta/g/d/y/xxl-fifty-four-ok-dolphin-miles-original-imafgk89yf9v8vgc.jpeg?q=50,3.9,India,dolphinmiles,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Maroon),ELEPANTS,395,"1,795",https://rukminim2.flixcart.com/image/714/857/k30h8y80/kurta/c/y/h/s-kurta-maroon-elepants-original-imafm8btmunrwdhf.jpeg?q=50,3.9,India,GanpatiFashions,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Yellow),PARALLEL TIMES,359,"1,499",https://rukminim2.flixcart.com/image/714/857/k687wy80/ethnic-set/z/k/2/40-mentific-yellow-mentific-original-imafzqazhuafq46x.jpeg?q=50,3.9,India,PARALLELTIMES,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend A-line Kurta  (Red),DIGIMI,500,"1,599",https://rukminim2.flixcart.com/image/714/857/ky90scw0/shirt/v/q/a/38-dgm112-digimi-original-imagaj6cfjgqngvx.jpeg?q=50,4.1,India,B ecommerce,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Striped Cotton Blend Straight Kurta  (Maroon),FUBAR,460,"1,499",https://rukminim2.flixcart.com/image/714/857/ke5zzbk0-0/kurta/b/n/b/xl-sksh-dt1105-ma-fubar-original-imafuxfkj3xw3pdw.jpeg?q=50,3.9,India,KATELACREATION,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Self Design Cotton Blend Straight Kurta  (Dark Green),FUBAR,460,"1,499",https://rukminim2.flixcart.com/image/714/857/ke7ff680-0/kurta/o/4/i/m-sksh-dt1105-grn-fubar-original-imafuy3x54zuremz.jpeg?q=50,3.9,India,KATELACREATION,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Printed Pure Cotton Straight Kurta  (Maroon),allan peter,459,"1,749",https://rukminim2.flixcart.com/image/714/857/kl8ccy80/kurta/x/l/b/xxl-sws2801-allan-peter-original-imagye8zp2fjzzyn.jpeg?q=50,3.8,India,Allan peter,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (White),DIGIMI,500,"1,599",https://rukminim2.flixcart.com/image/714/857/ky90scw0/shirt/8/y/o/38-dgm124-digimi-original-imagaj6zf4wmucjt.jpeg?q=50,4.1,India,B ecommerce,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Brown),Blue Scroll,399,"1,499",https://rukminim2.flixcart.com/image/714/857/kl5hh8w0/kurta/e/q/p/xl-bs1-full-kurta-brown-blue-scroll-original-imagybkbmv6xha7z.jpeg?q=50,3.9,India,Shree Enterprises.,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Pure Cotton Straight Kurta  (Dark Blue),SPOQUE,499,"1,499",https://rukminim2.flixcart.com/image/714/857/l0mr7gw0/kurta/r/t/z/m-navy-spoque-original-imagccwarc6g7mqa.jpeg?q=50,4.3,India,MAHHADEVSURAT,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Self Design Dupion Silk Ethnic Dress  (Black),kaifoo,499,"1,999",https://rukminim2.flixcart.com/image/714/857/kcw9w280/kurta/3/m/t/m-khl-kurta-only-kaifoo-original-imaftxbnekkxfzxa.jpeg?q=50,3.7,India,FAIZENTERPRISES,50,retailnet@gmail.com
Fashion,Men Kurta,Kurta,Men Solid Cotton Blend Straight Kurta  (Dark Blue),DIGIMI,500,"1,599",https://rukminim2.flixcart.com/image/714/857/ky90scw0/shirt/i/m/g/38-dgm128-digimi-original-imagaj6whgbszqrr.jpeg?q=50,4.1,India,B ecommerce,50,retailnet@gmail.com
